Your name; Your GitHub user; Dataset name; Dataset URL; Dataset brief description
Sergio Caro Rodríguez; Ser763; Estaciones regeneradoras de aguas residuales de la ciudad de Madrid; https://datos.madrid.es/egob/catalogo/300213-0-estaciones-regeneradoras-agua.rdf; This dataset contains information about water treatment plants which treat the water from aproximately 4 million people living in Madrid
